InvoiceLineID,InvoiceID,StockItemID,Description,Quantity,UnitPrice,LineProfit,ExtendedPrice
341,155,210,Packing knife with metal insert blade (Yellow) 18mm,45,2.40,54.00,124.20
342,156,175,Bubblewrap dispenser (Blue) 1.5m,2,240.00,260.00,552.00
343,157,1,USB missile launcher (Green),7,25.00,108.50,201.25
344,157,21,DBA joke mug - you might be a DBA if (Black),7,13.00,59.50,104.65
345,158,186,Shipping carton (Brown) 457x457x457mm,50,2.10,50.00,120.75
346,158,41,"Developer joke mug - (hip, hip, array) (Black)",7,13.00,59.50,104.65
347,158,132,Furry gorilla with big eyes slippers (Black) L,7,32.00,168.00,257.60
348,159,56,IT joke mug - hardware: part of the computer that can be kicked (White),4,13.00,34.00,59.80
349,159,120,Dinosaur battery-powered slippers (Green) L,8,32.00,192.00,294.40
350,159,96,"""The Gu"" red shirt XML tag t-shirt (Black) XXL",24,18.00,252.00,496.80
351,159,13,USB food flash drive - shrimp cocktail,4,32.00,80.00,147.20
352,159,133,Furry gorilla with big eyes slippers (Black) XL,5,32.00,117.50,184.00
353,160,119,Dinosaur battery-powered slippers (Green) M,2,32.00,48.00,73.60
354,161,47,Developer joke mug - a foo walks into a bar (Black),8,13.00,68.00,119.60
355,161,212,Large  replacement blades 18mm,30,4.30,67.50,148.35
356,161,154,Medium sized bubblewrap roll 20m,60,20.00,600.00,1380.00
357,162,173,32 mm Anti static bubble wrap (Blue) 50m,10,105.00,580.00,1207.50
358,163,37,Developer joke mug - when your hammer is C++ (Black),8,13.00,68.00,119.60
359,163,129,Plush shark slippers (Gray) XL,3,32.00,70.50,110.40
360,164,6,USB food flash drive - hot dog,10,32.00,200.00,368.00
361,164,168,20 mm Anti static bubble wrap (Blue) 10m,60,29.00,1020.00,2001.00
362,164,49,Developer joke mug - this code was generated by a tool (Black),10,13.00,85.00,149.50
363,164,110,Superhero action jacket (Blue) S,2,25.00,12.00,57.50
364,165,2,USB rocket launcher (Gray),6,25.00,93.00,172.50
365,165,60,RC toy sedan car with remote control (Blue) 1/50 scale,8,25.00,100.00,230.00
366,166,25,DBA joke mug - I will get you in order (Black),10,13.00,85.00,149.50
367,166,156,10 mm Double sided bubble wrap 10m,40,15.00,300.00,690.00
368,166,182,Shipping carton (Brown) 457x279x279mm,250,1.28,170.00,368.00
369,166,28,DBA joke mug - two types of DBAs (White),5,13.00,42.50,74.75
370,167,30,Developer joke mug - Oct 31 = Dec 25 (White),5,13.00,42.50,74.75
371,167,40,"Developer joke mug - (hip, hip, array) (White)",5,13.00,42.50,74.75
372,167,73,Ride on vintage American toy coupe (Red) 1/12 scale,2,285.00,260.00,655.50
373,167,97,"""The Gu"" red shirt XML tag t-shirt (Black) 3XL",24,18.00,240.00,496.80
374,167,33,Developer joke mug - that's a hardware problem (Black),1,13.00,8.50,14.95
375,168,8,USB food flash drive - dim sum 10 drive variety pack,9,240.00,1363.50,2484.00
376,168,80,"""The Gu"" red shirt XML tag t-shirt (White) M",12,18.00,132.00,248.40
377,168,189,Clear packaging tape 48mmx75m,52,2.90,62.40,173.42
378,168,74,Ride on vintage American toy coupe (Black) 1/12 scale,6,285.00,780.00,1966.50
379,169,53,IT joke mug - keyboard not found … press F1 to continue (Black),6,13.00,51.00,89.70
380,169,209,Packing knife with metal insert blade (Yellow) 9mm,30,1.89,29.70,65.21
381,170,16,DBA joke mug - mind if I join you? (White),9,13.00,76.50,134.55
382,170,176,Bubblewrap dispenser (Red) 1.5m,1,240.00,130.00,276.00
383,170,115,Superhero action jacket (Blue) 3XL,7,34.00,70.00,273.70
384,170,119,Dinosaur battery-powered slippers (Green) M,9,32.00,216.00,331.20
385,170,173,32 mm Anti static bubble wrap (Blue) 50m,10,105.00,580.00,1207.50
386,171,32,Developer joke mug - that's a hardware problem (White),1,13.00,8.50,14.95
387,171,148,Halloween skull mask (Gray) L,48,18.00,144.00,993.60
388,171,209,Packing knife with metal insert blade (Yellow) 9mm,20,1.89,19.80,43.47
389,171,129,Plush shark slippers (Gray) XL,9,32.00,211.50,331.20
390,172,76,"""The Gu"" red shirt XML tag t-shirt (White) 3XS",108,18.00,1188.00,2235.60
391,172,25,DBA joke mug - I will get you in order (Black),1,13.00,8.50,14.95
392,172,35,Developer joke mug - fun was unexpected at this time (Black),3,13.00,25.50,44.85
393,172,66,RC big wheel monster truck with remote control (Black) 1/50 scale,8,45.00,236.00,414.00
394,173,34,Developer joke mug - fun was unexpected at this time (White),1,13.00,8.50,14.95
395,173,44,Developer joke mug - there are 10 types of people in the world (White),6,13.00,51.00,89.70
396,174,9,USB food flash drive - banana,5,32.00,100.00,184.00
397,174,189,Clear packaging tape 48mmx75m,130,2.90,156.00,433.55
398,175,182,Shipping carton (Brown) 457x279x279mm,250,1.28,170.00,368.00
399,175,90,"""The Gu"" red shirt XML tag t-shirt (Black) XXS",36,18.00,396.00,745.20
400,175,16,DBA joke mug - mind if I join you? (White),6,13.00,51.00,89.70
401,175,115,Superhero action jacket (Blue) 3XL,8,34.00,80.00,312.80
402,175,178,Shipping carton (Brown) 500x310x310mm,100,2.55,145.00,293.25
403,176,68,Ride on toy sedan car (Red) 1/12 scale,8,230.00,680.00,2116.00
404,176,115,Superhero action jacket (Blue) 3XL,5,34.00,50.00,195.50
405,176,4,USB food flash drive - sushi roll,6,32.00,120.00,220.80
406,176,188,3 kg Courier post bag (White) 300x190x95mm,25,0.66,7.50,18.98
407,177,13,USB food flash drive - shrimp cocktail,9,32.00,180.00,331.20
408,177,91,"""The Gu"" red shirt XML tag t-shirt (Black) XS",12,18.00,132.00,248.40
409,177,25,DBA joke mug - I will get you in order (Black),8,13.00,68.00,119.60
410,178,43,Developer joke mug - understanding recursion requires understanding recursion (Black),5,13.00,42.50,74.75
411,178,137,Animal with big feet slippers (Brown) XL,6,32.00,141.00,220.80
412,178,117,Superhero action jacket (Blue) 5XL,9,34.00,90.00,351.90
413,178,196,Black and orange handle with care despatch tape  48mmx100m,120,4.10,252.00,565.80
414,178,32,Developer joke mug - that's a hardware problem (White),6,13.00,51.00,89.70
415,179,172,32 mm Anti static bubble wrap (Blue) 20m,90,48.00,2250.00,4968.00
416,179,108,Superhero action jacket (Blue) XXS,5,25.00,30.00,143.75
417,180,1,USB missile launcher (Green),6,25.00,93.00,172.50
418,180,216,Void fill 100 L bag (White) 100L,30,12.50,195.00,431.25
419,180,65,RC vintage American toy coupe with remote control (Black) 1/50 scale,2,30.00,30.00,69.00
420,180,136,Animal with big feet slippers (Brown) L,4,32.00,96.00,147.20
421,181,126,Plush shark slippers (Gray) S,8,32.00,192.00,294.40
422,181,130,Furry gorilla with big eyes slippers (Black) S,1,32.00,24.00,36.80
423,181,99,"""The Gu"" red shirt XML tag t-shirt (Black) 5XL",48,18.00,480.00,993.60
424,181,97,"""The Gu"" red shirt XML tag t-shirt (Black) 3XL",108,18.00,1080.00,2235.60
425,182,130,Furry gorilla with big eyes slippers (Black) S,9,32.00,216.00,331.20
426,182,71,Ride on toy sedan car (Yellow) 1/12 scale,5,230.00,425.00,1322.50
427,182,74,Ride on vintage American toy coupe (Black) 1/12 scale,1,285.00,130.00,327.75
428,182,114,Superhero action jacket (Blue) XXL,2,30.00,16.00,69.00
429,183,170,20 mm Anti static bubble wrap (Blue) 50m,80,102.00,3760.00,9384.00
430,183,117,Superhero action jacket (Blue) 5XL,5,34.00,50.00,195.50
431,184,30,Developer joke mug - Oct 31 = Dec 25 (White),2,13.00,17.00,29.90
432,184,179,Shipping carton (Brown) 229x229x229mm,25,1.05,12.50,30.19
433,184,111,Superhero action jacket (Blue) M,2,30.00,16.00,69.00
434,185,43,Developer joke mug - understanding recursion requires understanding recursion (Black),6,13.00,51.00,89.70
435,185,189,Clear packaging tape 48mmx75m,260,2.90,312.00,867.10
436,186,96,"""The Gu"" red shirt XML tag t-shirt (Black) XXL",24,18.00,252.00,496.80
437,186,70,Ride on toy sedan car (Green) 1/12 scale,7,230.00,595.00,1851.50
438,187,44,Developer joke mug - there are 10 types of people in the world (White),3,13.00,25.50,44.85
439,187,110,Superhero action jacket (Blue) S,1,25.00,6.00,28.75
440,187,207,Permanent marker blue 5mm nib (Blue) 5mm,24,2.70,24.00,74.52
441,188,105,Alien officer hoodie (Black) 4XL,5,35.00,90.00,201.25
442,189,197,Black and orange this way up despatch tape 48mmx75m,240,3.70,480.00,1021.20
443,189,154,Medium sized bubblewrap roll 20m,80,20.00,800.00,1840.00
444,189,127,Plush shark slippers (Gray) M,3,32.00,72.00,110.40
445,189,142,Halloween zombie mask (Light Brown) S,48,18.00,-48.00,993.60
446,189,213,Air cushion film 200mmx100mm 325m,3,87.00,156.00,300.15
447,190,165,10 mm Anti static bubble wrap (Blue) 10m,50,26.00,450.00,1495.00
448,190,211,Small 9mm replacement blades 9mm,40,4.10,60.00,188.60
449,191,73,Ride on vintage American toy coupe (Red) 1/12 scale,7,285.00,910.00,2294.25
450,191,88,"""The Gu"" red shirt XML tag t-shirt (White) 7XL",48,18.00,456.00,993.60
451,191,147,Halloween skull mask (Gray) M,108,18.00,324.00,2235.60
452,192,45,Developer joke mug - there are 10 types of people in the world (Black),5,13.00,42.50,74.75
453,192,130,Furry gorilla with big eyes slippers (Black) S,9,32.00,216.00,331.20
454,192,24,DBA joke mug - I will get you in order (White),1,13.00,8.50,14.95
455,192,30,Developer joke mug - Oct 31 = Dec 25 (White),4,13.00,34.00,59.80
456,193,5,USB food flash drive - hamburger,6,32.00,120.00,220.80
457,193,103,Alien officer hoodie (Black) XXL,1,35.00,18.00,40.25
458,193,91,"""The Gu"" red shirt XML tag t-shirt (Black) XS",108,18.00,1188.00,2235.60
459,193,48,Developer joke mug - this code was generated by a tool (White),6,13.00,51.00,89.70
460,194,179,Shipping carton (Brown) 229x229x229mm,25,1.05,12.50,30.19
461,194,46,Developer joke mug - a foo walks into a bar (White),1,13.00,8.50,14.95
462,195,153,Small sized bubblewrap roll 10m,20,4.50,46.00,103.50
463,195,132,Furry gorilla with big eyes slippers (Black) L,2,32.00,48.00,73.60
464,195,75,Ride on big wheel monster truck (Black) 1/12 scale,1,345.00,140.00,396.75
465,195,3,Office cube periscope (Black),30,18.50,217.50,638.25
466,196,59,RC toy sedan car with remote control (Red) 1/50 scale,4,25.00,50.00,115.00
467,196,50,Developer joke mug - old C developers never die (White),6,13.00,51.00,89.70
468,197,164,32 mm Double sided bubble wrap 50m,70,112.00,3710.00,9016.00
469,197,154,Medium sized bubblewrap roll 20m,20,20.00,200.00,460.00
470,197,122,Ogre battery-powered slippers (Green) S,1,32.00,24.00,36.80
471,198,78,"""The Gu"" red shirt XML tag t-shirt (White) XS",84,18.00,924.00,1738.80
472,198,185,Shipping carton (Brown) 356x356x279mm,75,2.04,74.25,175.95
473,198,67,Ride on toy sedan car (Black) 1/12 scale,5,230.00,425.00,1322.50
474,199,50,Developer joke mug - old C developers never die (White),4,13.00,34.00,59.80
475,199,123,Ogre battery-powered slippers (Green) M,7,32.00,168.00,257.60
476,200,50,Developer joke mug - old C developers never die (White),10,13.00,85.00,149.50
477,200,117,Superhero action jacket (Blue) 5XL,4,34.00,40.00,156.40
478,200,198,Black and orange this way up despatch tape  48mmx100m,120,4.10,258.00,565.80
479,201,213,Air cushion film 200mmx100mm 325m,9,87.00,468.00,900.45
480,201,132,Furry gorilla with big eyes slippers (Black) L,5,32.00,120.00,184.00
481,201,53,IT joke mug - keyboard not found … press F1 to continue (Black),9,13.00,76.50,134.55
482,202,62,RC toy sedan car with remote control (Yellow) 1/50 scale,1,25.00,12.50,28.75
483,202,138,Furry animal socks (Pink) S,84,5.00,294.00,483.00
484,202,94,"""The Gu"" red shirt XML tag t-shirt (Black) L",120,18.00,1320.00,2484.00
485,202,66,RC big wheel monster truck with remote control (Black) 1/50 scale,6,45.00,177.00,310.50
486,202,196,Black and orange handle with care despatch tape  48mmx100m,96,4.10,201.60,452.64
487,203,167,10 mm Anti static bubble wrap (Blue) 50m,80,99.00,4320.00,9108.00
488,203,105,Alien officer hoodie (Black) 4XL,10,35.00,180.00,402.50
489,204,5,USB food flash drive - hamburger,2,32.00,40.00,73.60
490,205,182,Shipping carton (Brown) 457x279x279mm,150,1.28,102.00,220.80
491,205,53,IT joke mug - keyboard not found … press F1 to continue (Black),9,13.00,76.50,134.55
492,205,195,Black and orange handle with care despatch tape  48mmx75m,120,3.70,288.00,510.60
493,205,20,DBA joke mug - you might be a DBA if (White),1,13.00,8.50,14.95
494,205,123,Ogre battery-powered slippers (Green) M,10,32.00,240.00,368.00
495,206,71,Ride on toy sedan car (Yellow) 1/12 scale,7,230.00,595.00,1851.50
496,206,116,Superhero action jacket (Blue) 4XL,9,34.00,90.00,351.90
497,206,8,USB food flash drive - dim sum 10 drive variety pack,1,240.00,151.50,276.00
498,207,33,Developer joke mug - that's a hardware problem (Black),10,13.00,85.00,149.50
499,207,118,Dinosaur battery-powered slippers (Green) S,10,32.00,240.00,368.00
500,208,132,Furry gorilla with big eyes slippers (Black) L,5,32.00,120.00,184.00
501,208,191,Black and orange fragile despatch tape 48mmx75m,180,3.70,342.00,765.90
502,208,120,Dinosaur battery-powered slippers (Green) L,1,32.00,24.00,36.80
503,208,203,Tape dispenser (Black),30,32.00,450.00,1104.00
504,209,109,Superhero action jacket (Blue) XS,2,25.00,12.00,57.50
505,209,90,"""The Gu"" red shirt XML tag t-shirt (Black) XXS",36,18.00,396.00,745.20
506,209,20,DBA joke mug - you might be a DBA if (White),1,13.00,8.50,14.95
507,209,170,20 mm Anti static bubble wrap (Blue) 50m,20,102.00,940.00,2346.00
508,209,206,Permanent marker black 5mm nib (Black) 5mm,60,2.70,60.00,186.30
509,210,96,"""The Gu"" red shirt XML tag t-shirt (Black) XXL",108,18.00,1134.00,2235.60
510,210,61,RC toy sedan car with remote control (Green) 1/50 scale,4,25.00,50.00,115.00
511,210,89,"""The Gu"" red shirt XML tag t-shirt (Black) 3XS",12,18.00,132.00,248.40
512,211,101,"""The Gu"" red shirt XML tag t-shirt (Black) 7XL",60,18.00,570.00,1242.00
513,212,10,USB food flash drive - chocolate bar,8,32.00,160.00,294.40
514,213,177,Shipping carton (Brown) 413x285x187mm,75,1.05,37.50,90.56
515,214,187,Express post box 5kg (White) 350x280x130mm,200,0.95,100.00,218.50
516,215,155,Large sized bubblewrap roll 50m,80,24.00,880.00,2208.00
517,216,155,Large sized bubblewrap roll 50m,90,24.00,990.00,2484.00
518,217,159,20 mm Double sided bubble wrap 10m,40,18.00,400.00,828.00
519,217,155,Large sized bubblewrap roll 50m,50,24.00,550.00,1380.00
520,218,173,32 mm Anti static bubble wrap (Blue) 50m,50,105.00,2900.00,6037.50
521,219,175,Bubblewrap dispenser (Blue) 1.5m,7,240.00,910.00,1932.00
522,220,176,Bubblewrap dispenser (Red) 1.5m,10,240.00,1300.00,2760.00
523,221,139,Furry animal socks (Pink) M,24,5.00,84.00,138.00
524,222,187,Express post box 5kg (White) 350x280x130mm,200,0.95,100.00,218.50
525,223,153,Small sized bubblewrap roll 10m,90,4.50,207.00,465.75
526,224,190,Clear packaging tape 48mmx100m,60,3.50,102.00,241.50
527,225,120,Dinosaur battery-powered slippers (Green) L,7,32.00,168.00,257.60
528,225,203,Tape dispenser (Black),90,32.00,1350.00,3312.00
529,226,189,Clear packaging tape 48mmx75m,130,2.90,156.00,433.55
530,227,185,Shipping carton (Brown) 356x356x279mm,100,2.04,99.00,234.60
531,227,169,20 mm Anti static bubble wrap (Blue) 20m,40,45.00,960.00,2070.00
532,228,187,Express post box 5kg (White) 350x280x130mm,150,0.95,75.00,163.88
533,229,176,Bubblewrap dispenser (Red) 1.5m,5,240.00,650.00,1380.00
534,230,4,USB food flash drive - sushi roll,2,32.00,40.00,73.60
535,231,143,Halloween zombie mask (Light Brown) M,96,18.00,-96.00,1987.20
536,232,185,Shipping carton (Brown) 356x356x279mm,200,2.04,198.00,469.20
537,232,201,Red and white urgent despatch tape 48mmx75m,144,3.70,302.40,612.72
538,232,4,USB food flash drive - sushi roll,3,32.00,60.00,110.40
539,233,10,USB food flash drive - chocolate bar,8,32.00,160.00,294.40
540,233,179,Shipping carton (Brown) 229x229x229mm,125,1.05,62.50,150.94
541,234,176,Bubblewrap dispenser (Red) 1.5m,6,240.00,780.00,1656.00
542,234,185,Shipping carton (Brown) 356x356x279mm,50,2.04,49.50,117.30
543,235,217,Void fill 200 L bag (White) 200L,80,25.00,720.00,2300.00
544,236,101,"""The Gu"" red shirt XML tag t-shirt (Black) 7XL",12,18.00,114.00,248.40
545,236,114,Superhero action jacket (Blue) XXL,9,30.00,72.00,310.50
546,236,132,Furry gorilla with big eyes slippers (Black) L,4,32.00,96.00,147.20
547,236,151,Pack of 12 action figures (male),2,16.00,21.00,36.80
548,237,156,10 mm Double sided bubble wrap 10m,100,15.00,750.00,1725.00
549,237,171,32 mm Anti static bubble wrap (Blue) 10m,80,32.00,1280.00,2944.00
550,237,202,Red and white urgent  heavy despatch tape  48mmx100m,216,4.10,442.80,1018.44
551,237,75,Ride on big wheel monster truck (Black) 1/12 scale,3,345.00,420.00,1190.25
552,238,16,DBA joke mug - mind if I join you? (White),7,13.00,59.50,104.65
553,238,61,RC toy sedan car with remote control (Green) 1/50 scale,6,25.00,75.00,172.50
554,238,2,USB rocket launcher (Gray),4,25.00,62.00,115.00
555,239,128,Plush shark slippers (Gray) L,8,32.00,192.00,294.40
556,239,212,Large  replacement blades 18mm,70,4.30,157.50,346.15
557,239,53,IT joke mug - keyboard not found … press F1 to continue (Black),7,13.00,59.50,104.65
558,240,195,Black and orange handle with care despatch tape  48mmx75m,168,3.70,403.20,714.84
559,240,85,"""The Gu"" red shirt XML tag t-shirt (White) 4XL",96,18.00,960.00,1987.20
560,241,163,32 mm Double sided bubble wrap 20m,100,37.00,2300.00,4255.00
561,241,166,10 mm Anti static bubble wrap (Blue) 20m,90,42.00,1710.00,4347.00
562,241,75,Ride on big wheel monster truck (Black) 1/12 scale,6,345.00,840.00,2380.50
563,241,55,IT joke mug - that behavior is by design (Black),4,13.00,34.00,59.80
564,242,150,Pack of 12 action figures (variety),3,16.00,31.50,55.20
565,242,175,Bubblewrap dispenser (Blue) 1.5m,5,240.00,650.00,1380.00
566,242,13,USB food flash drive - shrimp cocktail,1,32.00,20.00,36.80
567,242,28,DBA joke mug - two types of DBAs (White),2,13.00,17.00,29.90
568,242,146,Halloween skull mask (Gray) S,24,18.00,72.00,496.80
569,243,197,Black and orange this way up despatch tape 48mmx75m,216,3.70,432.00,919.08
570,243,217,Void fill 200 L bag (White) 200L,20,25.00,180.00,575.00
571,243,5,USB food flash drive - hamburger,9,32.00,180.00,331.20
572,244,187,Express post box 5kg (White) 350x280x130mm,75,0.95,37.50,81.94
573,244,72,Ride on toy sedan car (Pink) 1/12 scale,5,230.00,425.00,1322.50
574,244,173,32 mm Anti static bubble wrap (Blue) 50m,30,105.00,1740.00,3622.50
575,245,50,Developer joke mug - old C developers never die (White),8,13.00,68.00,119.60
576,245,139,Furry animal socks (Pink) M,120,5.00,420.00,690.00
577,245,208,Permanent marker red 5mm nib (Red) 5mm,48,2.70,48.00,149.04
578,245,151,Pack of 12 action figures (male),1,16.00,10.50,18.40
579,245,172,32 mm Anti static bubble wrap (Blue) 20m,60,48.00,1500.00,3312.00
580,246,160,20 mm Double sided bubble wrap 20m,60,33.00,1080.00,2277.00
581,246,212,Large  replacement blades 18mm,10,4.30,22.50,49.45
